Term/Year Code,"Coll
",College,"Dept
","Degree
",Major_Code,Major_Name,Conc_code,Concentration_Name,Total,Men,Women,Unknown_Sex,Caucasian,Asian_American,African_American,Hispanic,Native_American,Pacific_Isl,Multiracial,International,Unknown,Illinois_Resident,Non-Illinois_Resident,Academic_Program_Code
120241,KU ,Law,853,LLM ,281,Law ,5620,Corp Commercial Law & Trade ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS0281LLM
120241,KU ,Law,853,MSL ,5223,Law ,  ,  ,5,1,4,0,4,1,0,0,0,0,0,0,0,4,1,10KS5223MSL
120241,KU ,Law,853,NDEG ,385,Law ,  ,  ,6,2,4,0,0,1,0,0,0,0,0,5,0,0,6,10KU0385NDEG
120241,KV ,LAS,241,BALAS ,340,Anthropology ,  ,  ,7,5,2,0,2,3,0,2,0,0,0,0,0,7,0,10KV0340BALA
120241,KV ,LAS,241,BALAS ,340,Anthropology ,5043,Socioculturl & Linguistic Anth ,22,4,18,0,16,1,1,4,0,0,0,0,0,21,1,10KV0340BALA
120241,KV ,LAS,241,BALAS ,340,Anthropology ,5043,Socioculturl & Linguistic Anth ,4,0,4,0,3,0,0,0,0,0,1,0,0,4,0,10KV8037BALA
120241,KV ,LAS,241,BALAS ,340,Anthropology ,5536,Archaeology ,12,7,5,0,10,0,0,0,0,0,0,2,0,10,2,10KV0340BALA
120241,KV ,LAS,241,BALAS ,340,Anthropology ,5536,Archaeology ,2,1,1,0,1,0,0,1,0,0,0,0,0,2,0,10KV8037BALA
120241,KV ,LAS,241,BALAS ,340,Anthropology ,5537,Human Evolutionary Biology ,16,4,11,1,9,1,1,4,0,0,1,0,0,15,1,10KV0340BALA
120241,KV ,LAS,241,BALAS ,340,Anthropology ,5537,Human Evolutionary Biology ,2,1,1,0,1,0,0,0,0,0,1,0,0,2,0,10KV8037BALA
120241,KV ,LAS,241,BSLAS ,5348,Computer Sci & Anthropology ,  ,  ,24,15,9,0,5,11,0,1,0,0,4,2,1,13,11,10KV5348BSLA
120241,KV ,LAS,241,BSLAS ,5348,Computer Sci & Anthropology ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KV8037BSLA
120241,KV ,LAS,241,NONE ,340,Anthropology ,  ,  ,28,9,19,0,15,2,1,6,0,0,0,4,0,23,5,10KV0340NONE
120241,KV ,LAS,241,PHD ,340,Anthropology ,  ,  ,44,7,37,0,18,1,2,9,0,0,2,11,1,2,42,10KS0340PHD
120241,KV ,LAS,253,BSLAS ,334,Atmospheric Sciences ,  ,  ,51,29,22,0,43,4,1,3,0,0,0,0,0,46,5,10KV0334BSLA
120241,KV ,LAS,253,BSLAS ,334,Atmospheric Sciences ,  ,  ,2,2,0,0,0,1,1,0,0,0,0,0,0,2,0,10KV8037BSLA
120241,KV ,LAS,253,MS ,334,Atmospheric Sciences ,  ,  ,22,13,9,0,17,1,0,1,0,0,0,3,0,7,15,10KS0334MS
120241,KV ,LAS,253,MS ,334,Atmospheric Sciences ,5511,Computational Sci & Engr ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS0334MS
120241,KV ,LAS,253,MS ,6046,Weather Climate Risk Analytics ,  ,  ,18,8,10,0,10,1,1,2,0,0,3,0,1,3,15,1PKS6046MSU
120241,KV ,LAS,253,NDEG ,6046,Weather Climate Risk Analytics ,  ,  ,21,11,10,0,13,1,0,2,0,0,0,0,5,0,21,10KS6046NDEU
120241,KV ,LAS,253,PHD ,334,Atmospheric Sciences ,  ,  ,26,15,11,0,7,1,0,2,0,0,0,16,0,6,20,10KS0334PHD
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,  ,  ,40,31,8,1,9,6,0,4,0,0,1,19,1,16,24,10KV0439BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,  ,  ,37,27,10,0,7,6,0,1,0,0,1,22,0,12,25,10KV8037BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,3895,Applied Mathematics ,24,20,4,0,2,8,0,0,0,0,0,13,1,6,18,10KV3895BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,3895,Applied Mathematics ,13,10,3,0,1,2,0,1,0,0,0,9,0,3,10,10KV8037BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,3896,Graduate Preparation ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KV8037BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,3897,Mathematics Teaching Option ,18,5,13,0,8,5,0,4,0,0,1,0,0,17,1,10KV3897BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,3897,Mathematics Teaching Option ,2,0,2,0,1,1,0,0,0,0,0,0,0,2,0,10KV8037BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,6092,Data Optimization ,20,13,7,0,7,5,0,2,0,0,0,6,0,13,7,10KV6092BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,6092,Data Optimization ,12,9,3,0,0,1,0,1,0,0,0,10,0,1,11,10KV8037BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,6093,Math Doctoral Preparation ,9,9,0,0,5,1,0,0,0,0,1,2,0,6,3,10KV6093BSLA
120241,KV ,LAS,257,BSLAS ,439,Mathematics ,6093,Math Doctoral Preparation ,2,2,0,0,0,1,0,0,0,0,0,1,0,0,2,10KV8037BSLA
120241,KV ,LAS,257,BSLAS ,461,Actuarial Science ,  ,  ,148,99,49,0,65,40,4,15,0,0,6,17,1,118,30,10KV0461BSLA
120241,KV ,LAS,257,BSLAS ,461,Actuarial Science ,  ,  ,39,23,16,0,13,11,0,2,0,0,0,13,0,26,13,10KV8037BSLA
120241,KV ,LAS,257,BSLAS ,1438,Math & Computer Science ,  ,  ,273,230,43,0,35,113,3,1,0,1,4,110,6,93,180,10KV1438BSLA
120241,KV ,LAS,257,BSLAS ,1438,Math & Computer Science ,  ,  ,13,10,3,0,0,5,0,0,0,0,0,8,0,2,11,10KV8037BSLA
120241,KV ,LAS,257,MS ,290,Teaching of Mathematics ,  ,  ,2,2,0,0,1,0,0,0,0,0,1,0,0,1,1,10KS0290MS
120241,KV ,LAS,257,MS ,327,Applied Mathematics ,  ,  ,7,6,1,0,1,0,0,1,0,0,0,5,0,1,6,10KS0327MS
120241,KV ,LAS,257,MS ,439,Mathematics ,  ,  ,19,18,1,0,1,2,0,1,0,0,0,14,1,3,16,10KS0439MS
120241,KV ,LAS,257,MS ,461,Actuarial Science ,  ,  ,16,7,9,0,1,4,0,0,0,0,0,11,0,2,14,10KS0461MS
120241,KV ,LAS,257,MS ,6078,Predictive Analytic Risk Mgmt ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1PKS6078MS
120241,KV ,LAS,257,MS ,6078,Predictive Analytic Risk Mgmt ,6070,Financial & Insurance Analytic ,34,22,12,0,0,4,0,0,0,0,0,30,0,2,32,1PKS6078MS
120241,KV ,LAS,257,MS ,6078,Predictive Analytic Risk Mgmt ,6071,Enterprise Risk Management ,11,2,9,0,0,0,0,0,0,0,1,10,0,0,11,1PKS6078MS
120241,KV ,LAS,257,NONE ,439,Mathematics ,  ,  ,345,239,105,1,87,54,1,18,0,0,12,169,4,139,206,10KV0439NONE
120241,KV ,LAS,257,PHD ,439,Mathematics ,  ,  ,129,93,36,0,23,9,2,7,0,0,4,81,3,4,125,10KS0439PHD
120241,KV ,LAS,257,PHD ,439,Mathematics ,5511,Computational Sci & Engr ,3,3,0,0,0,1,0,0,0,0,0,2,0,0,3,10KS0439PHD
120241,KV ,LAS,257,PHD ,439,Mathematics ,5626,Actuarial Sci & Risk Analytics ,6,5,1,0,0,0,0,0,0,0,0,6,0,0,6,10KS0439PHD
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",  ,  ,82,24,58,0,42,8,4,10,0,0,5,12,1,66,16,10KV5313BSLA
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",  ,  ,4,1,3,0,3,0,0,0,0,0,1,0,0,4,0,10KV5313BSLU
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KV8037BSLA
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",5103,Society and the Environment ,50,15,35,0,30,5,1,8,0,0,1,4,1,44,6,10KV5313BSLA
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",5103,Society and the Environment ,11,6,5,0,7,0,0,2,0,0,1,0,1,7,4,10KV5313BSLU
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",5103,Society and the Environment ,13,3,10,0,9,1,0,2,0,0,1,0,0,12,1,10KV8037BSLA
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",5104,Science of the Earth System ,27,9,18,0,10,0,3,8,0,0,3,3,0,24,3,10KV5313BSLA
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",5104,Science of the Earth System ,4,1,3,0,3,1,0,0,0,0,0,0,0,3,1,10KV5313BSLU
120241,KV ,LAS,265,BSLAS ,5313,"Earth, Soc, Env Sustainability ",5104,Science of the Earth System ,3,2,1,0,0,1,1,1,0,0,0,0,0,3,0,10KV8037BSLA
120241,KV ,LAS,292,MS ,314,Biology ,315,"Ecology, Ethology, Evolution ",3,1,2,0,3,0,0,0,0,0,0,0,0,1,2,10KS0315MS
120241,KV ,LAS,292,PHD ,314,Biology ,315,"Ecology, Ethology, Evolution ",16,9,7,0,7,0,0,3,0,0,1,5,0,3,13,10KS0315PHD
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,  ,  ,21,3,18,0,6,3,4,5,0,0,1,2,0,18,3,10KV5535BSLA
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,  ,  ,15,1,14,0,9,3,2,0,0,0,0,1,0,12,3,10KV8037BSLA
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,5568,Behavioral Neuroscience ,55,16,39,0,19,17,2,7,0,0,5,5,0,46,9,10KV5535BSLA
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,5569,Clinical/Community Psychology ,265,52,212,1,107,49,25,50,0,0,18,15,1,229,36,10KV5535BSLA
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,5569,Clinical/Community Psychology ,38,5,33,0,17,5,5,7,0,0,1,3,0,34,4,10KV8037BSLA
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,5570,Cognitive Psychology ,22,6,16,0,8,5,1,2,0,0,1,5,0,15,7,10KV5535BSLA
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,5570,Cognitive Psychology ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KV8037BSLA
120241,KV ,LAS,299,BSLAS ,5535,Psychology ,5571,Developmental Psychology ,60,3,57,0,21,11,6,16,0,0,3,3,0,54,6,10KV5535BSLA
