MSA.Code,City,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
32140,"Marshall, MN",68984,51844,305,125,430,17140,0.75,180,0.29,All STEM
32140,"Marshall, MN",75795,52262,165,74,239,23533,0.69,91,0.31,Computer and Mathematical
32140,"Marshall, MN",47917,51382,77,23,100,-3465,1.07,54,0.23,Architecture and Engineering
32140,"Marshall, MN",50096,46250,63,28,91,3846,0.92,35,0.31,"Life, Physical, and Social Sciences"
32180,"Marshall, MO",37216,31224,4263,3152,7415,5992,0.84,1111,0.43,All (STEM and Non-STEM)
32180,"Marshall, MO",46458,35848,165,73,238,10610,0.77,92,0.31,All STEM
32180,"Marshall, MO",45556,NA,102,13,115,NA,NA,89,0.11,Computer and Mathematical
32180,"Marshall, MO",111111,NA,24,27,51,NA,NA,-3,0.53,Architecture and Engineering
32180,"Marshall, MO",34620,NA,39,33,72,NA,NA,6,0.46,"Life, Physical, and Social Sciences"
32260,"Marshalltown, IA",48561,37292,7749,5616,13365,11269,0.77,2133,0.42,All (STEM and Non-STEM)
32260,"Marshalltown, IA",75242,70781,482,79,561,4461,0.94,403,0.14,All STEM
32260,"Marshalltown, IA",83083,61776,177,43,220,21307,0.74,134,0.2,Computer and Mathematical
32260,"Marshalltown, IA",71875,76111,245,20,265,-4236,1.06,225,0.08,Architecture and Engineering
32260,"Marshalltown, IA",73214,90500,60,16,76,-17286,1.24,44,0.21,"Life, Physical, and Social Sciences"
32280,"Martin, TN",37544,32292,5560,4635,10195,5252,0.86,925,0.45,All (STEM and Non-STEM)
32280,"Martin, TN",51364,38036,292,42,334,13328,0.74,250,0.13,All STEM
32280,"Martin, TN",62865,38125,115,21,136,24740,0.61,94,0.15,Computer and Mathematical
32280,"Martin, TN",50795,NA,113,8,121,NA,NA,105,0.07,Architecture and Engineering
32280,"Martin, TN",29662,NA,64,13,77,NA,NA,51,0.17,"Life, Physical, and Social Sciences"
32300,"Martinsville, VA",38642,31854,9234,8941,18175,6788,0.82,293,0.49,All (STEM and Non-STEM)
32300,"Martinsville, VA",62763,50313,364,125,489,12450,0.8,239,0.26,All STEM
32300,"Martinsville, VA",61296,43750,174,56,230,17546,0.71,118,0.24,Computer and Mathematical
32300,"Martinsville, VA",76371,NA,158,14,172,NA,NA,144,0.08,Architecture and Engineering
32300,"Martinsville, VA",54063,65642,32,55,87,-11579,1.21,-23,0.63,"Life, Physical, and Social Sciences"
32340,"Maryville, MO",42273,31888,3673,3217,6890,10385,0.75,456,0.47,All (STEM and Non-STEM)
32340,"Maryville, MO",50446,57667,221,30,251,-7221,1.14,191,0.12,All STEM
32340,"Maryville, MO",47292,50625,22,5,27,-3333,1.07,17,0.19,Computer and Mathematical
32340,"Maryville, MO",50000,39375,154,10,164,10625,0.79,144,0.06,Architecture and Engineering
32340,"Maryville, MO",57083,NA,45,15,60,NA,NA,30,0.25,"Life, Physical, and Social Sciences"
32380,"Mason City, IA",52806,38775,10337,7481,17818,14031,0.73,2856,0.42,All (STEM and Non-STEM)
32380,"Mason City, IA",69506,53977,553,336,889,15529,0.78,217,0.38,All STEM
32380,"Mason City, IA",63750,57120,226,117,343,6630,0.9,109,0.34,Computer and Mathematical
32380,"Mason City, IA",69390,63021,195,45,240,6369,0.91,150,0.19,Architecture and Engineering
32380,"Mason City, IA",78333,42192,132,174,306,36141,0.54,-42,0.57,"Life, Physical, and Social Sciences"
32420,"MayagÅez, PR",22945,21725,7798,6343,14141,1220,0.95,1455,0.45,All (STEM and Non-STEM)
32420,"MayagÅez, PR",29716,43450,554,225,779,-13734,1.46,329,0.29,All STEM
32420,"MayagÅez, PR",29405,19522,340,55,395,9883,0.66,285,0.14,Computer and Mathematical
32420,"MayagÅez, PR",31750,52738,152,116,268,-20988,1.66,36,0.43,Architecture and Engineering
32420,"MayagÅez, PR",29779,44063,62,54,116,-14284,1.48,8,0.47,"Life, Physical, and Social Sciences"
32460,"Mayfield, KY",46235,35362,6013,4466,10479,10873,0.76,1547,0.43,All (STEM and Non-STEM)
32460,"Mayfield, KY",81288,53125,202,30,232,28163,0.65,172,0.13,All STEM
32460,"Mayfield, KY",80833,54063,128,21,149,26770,0.67,107,0.14,Computer and Mathematical
32460,"Mayfield, KY",100192,NA,56,0,56,NA,NA,56,0,Architecture and Engineering
32460,"Mayfield, KY",95893,NA,18,9,27,NA,NA,9,0.33,"Life, Physical, and Social Sciences"
32500,"Maysville, KY",48628,41616,3078,2237,5315,7012,0.86,841,0.42,All (STEM and Non-STEM)
32500,"Maysville, KY",100962,70750,124,35,159,30212,0.7,89,0.22,All STEM
32500,"Maysville, KY",112989,NA,37,9,46,NA,NA,28,0.2,Computer and Mathematical
32500,"Maysville, KY",68594,NA,79,21,100,NA,NA,58,0.21,Architecture and Engineering
32500,"Maysville, KY",NA,NA,8,5,13,NA,NA,3,0.38,"Life, Physical, and Social Sciences"
32540,"McAlester, OK",50014,31468,7411,5692,13103,18546,0.63,1719,0.43,All (STEM and Non-STEM)
32540,"McAlester, OK",72458,34625,423,55,478,37833,0.48,368,0.12,All STEM
32540,"McAlester, OK",77583,26750,89,32,121,50833,0.34,57,0.26,Computer and Mathematical
32540,"McAlester, OK",86071,NA,224,7,231,NA,NA,217,0.03,Architecture and Engineering
32540,"McAlester, OK",71607,44722,110,16,126,26885,0.62,94,0.13,"Life, Physical, and Social Sciences"
32580,"McAllen-Edinburg-Mission, TX",36362,29335,128503,91870,220373,7027,0.81,36633,0.42,All (STEM and Non-STEM)
32580,"McAllen-Edinburg-Mission, TX",58603,40700,3370,866,4236,17903,0.69,2504,0.2,All STEM
32580,"McAllen-Edinburg-Mission, TX",50403,47917,1519,338,1857,2486,0.95,1181,0.18,Computer and Mathematical
32580,"McAllen-Edinburg-Mission, TX",70645,28125,1490,168,1658,42520,0.4,1322,0.1,Architecture and Engineering
32580,"McAllen-Edinburg-Mission, TX",46078,39265,361,360,721,6813,0.85,1,0.5,"Life, Physical, and Social Sciences"
32620,"McComb, MS",35158,27676,5364,4721,10085,7482,0.79,643,0.47,All (STEM and Non-STEM)
32620,"McComb, MS",46184,NA,158,0,158,NA,NA,158,0,All STEM
32620,"McComb, MS",34611,NA,76,0,76,NA,NA,76,0,Computer and Mathematical
32620,"McComb, MS",47007,NA,69,0,69,NA,NA,69,0,Architecture and Engineering
32620,"McComb, MS",NA,NA,13,0,13,NA,NA,13,0,"Life, Physical, and Social Sciences"
32660,"McMinnville, TN",39334,32066,7319,5042,12361,7268,0.82,2277,0.41,All (STEM and Non-STEM)
32660,"McMinnville, TN",59191,51875,390,97,487,7316,0.88,293,0.2,All STEM
32660,"McMinnville, TN",59886,NA,150,11,161,NA,NA,139,0.07,Computer and Mathematical
32660,"McMinnville, TN",65734,NA,193,17,210,NA,NA,176,0.08,Architecture and Engineering
32660,"McMinnville, TN",NA,63321,47,69,116,NA,NA,-22,0.59,"Life, Physical, and Social Sciences"
32700,"McPherson, KS",53529,38945,6392,4390,10782,14584,0.73,2002,0.41,All (STEM and Non-STEM)
32700,"McPherson, KS",76278,80000,432,156,588,-3722,1.05,276,0.27,All STEM
32700,"McPherson, KS",71310,81875,130,81,211,-10565,1.15,49,0.38,Computer and Mathematical
32700,"McPherson, KS",85789,80125,260,51,311,5664,0.93,209,0.16,Architecture and Engineering
32700,"McPherson, KS",44706,26563,42,24,66,18143,0.59,18,0.36,"Life, Physical, and Social Sciences"
32740,"Meadville, PA",45905,36030,15514,11037,26551,9875,0.78,4477,0.42,All (STEM and Non-STEM)
32740,"Meadville, PA",59158,55156,899,205,1104,4002,0.93,694,0.19,All STEM
32740,"Meadville, PA",55000,58295,250,91,341,-3295,1.06,159,0.27,Computer and Mathematical
32740,"Meadville, PA",60768,51111,529,46,575,9657,0.84,483,0.08,Architecture and Engineering
32740,"Meadville, PA",56029,36250,120,68,188,19779,0.65,52,0.36,"Life, Physical, and Social Sciences"
32780,"Medford, OR",47329,36269,34784,26037,60821,11060,0.77,8747,0.43,All (STEM and Non-STEM)
32780,"Medford, OR",67823,59712,1900,627,2527,8111,0.88,1273,0.25,All STEM
32780,"Medford, OR",66615,57357,998,244,1242,9258,0.86,754,0.2,Computer and Mathematical
32780,"Medford, OR",67371,47321,595,121,716,20050,0.7,474,0.17,Architecture and Engineering
32780,"Medford, OR",77279,62188,307,262,569,15091,0.8,45,0.46,"Life, Physical, and Social Sciences"
32820,"Memphis, TN-MS-AR",48278,39418,242819,214834,457653,8860,0.82,27985,0.47,All (STEM and Non-STEM)
32820,"Memphis, TN-MS-AR",79119,63695,16344,6872,23216,15424,0.81,9472,0.3,All STEM
32820,"Memphis, TN-MS-AR",78862,68645,9228,3835,13063,10217,0.87,5393,0.29,Computer and Mathematical
32820,"Memphis, TN-MS-AR",81975,63021,5148,1080,6228,18954,0.77,4068,0.17,Architecture and Engineering
32820,"Memphis, TN-MS-AR",66708,53201,1968,1957,3925,13507,0.8,11,0.5,"Life, Physical, and Social Sciences"
32860,"Menomonie, WI",50161,38191,8453,6101,14554,11970,0.76,2352,0.42,All (STEM and Non-STEM)
32860,"Menomonie, WI",70409,56250,597,161,758,14159,0.8,436,0.21,All STEM
32860,"Menomonie, WI",58919,51250,268,75,343,7669,0.87,193,0.22,Computer and Mathematical
32860,"Menomonie, WI",76076,71000,289,36,325,5076,0.93,253,0.11,Architecture and Engineering
32860,"Menomonie, WI",56250,60625,40,50,90,-4375,1.08,-10,0.56,"Life, Physical, and Social Sciences"
32900,"Merced, CA",41855,36596,44813,24192,69005,5259,0.87,20621,0.35,All (STEM and Non-STEM)
32900,"Merced, CA",81629,70265,1413,487,1900,11364,0.86,926,0.26,All STEM
32900,"Merced, CA",86076,53688,641,189,830,32388,0.62,452,0.23,Computer and Mathematical
32900,"Merced, CA",80114,72188,424,52,476,7926,0.9,372,0.11,Architecture and Engineering
32900,"Merced, CA",70326,70972,348,246,594,-646,1.01,102,0.41,"Life, Physical, and Social Sciences"
32940,"Meridian, MS",40206,32023,16326,14124,30450,8183,0.8,2202,0.46,All (STEM and Non-STEM)
32940,"Meridian, MS",49580,43274,601,195,796,6306,0.87,406,0.24,All STEM
32940,"Meridian, MS",34354,NA,203,50,253,NA,NA,153,0.2,Computer and Mathematical
32940,"Meridian, MS",75169,38662,313,106,419,36507,0.51,207,0.25,Architecture and Engineering
32940,"Meridian, MS",49688,NA,85,39,124,NA,NA,46,0.31,"Life, Physical, and Social Sciences"
33020,"Mexico, MO",39038,31919,4514,3469,7983,7119,0.82,1045,0.43,All (STEM and Non-STEM)
33020,"Mexico, MO",68750,43700,134,34,168,25050,0.64,100,0.2,All STEM
33020,"Mexico, MO",67656,43333,101,20,121,24323,0.64,81,0.17,Computer and Mathematical
33020,"Mexico, MO",66250,NA,24,0,24,NA,NA,24,0,Architecture and Engineering
33020,"Mexico, MO",NA,NA,9,14,23,NA,NA,-5,0.61,"Life, Physical, and Social Sciences"
33060,"Miami, OK",38648,27968,4948,4430,9378,10680,0.72,518,0.47,All (STEM and Non-STEM)
33060,"Miami, OK",46250,51563,156,56,212,-5313,1.11,100,0.26,All STEM
33060,"Miami, OK",56071,51250,76,20,96,4821,0.91,56,0.21,Computer and Mathematical
33060,"Miami, OK",37917,25000,39,10,49,12917,0.66,29,0.2,Architecture and Engineering
33060,"Miami, OK",55313,53333,41,26,67,1980,0.96,15,0.39,"Life, Physical, and Social Sciences"
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",43595,38277,1201843,947731,2149574,5318,0.88,254112,0.44,All (STEM and Non-STEM)
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",75438,61994,70553,22772,93325,13444,0.82,47781,0.24,All STEM
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",75239,64734,39810,11920,51730,10505,0.86,27890,0.23,Computer and Mathematical
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",76768,62749,25273,4259,29532,14019,0.82,21014,0.14,Architecture and Engineering
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",64700,55611,5470,6593,12063,9089,0.86,-1123,0.55,"Life, Physical, and Social Sciences"
33140,"Michigan City-La Porte, IN",52766,35781,18641,13716,32357,16985,0.68,4925,0.42,All (STEM and Non-STEM)
33140,"Michigan City-La Porte, IN",80476,63056,964,292,1256,17420,0.78,672,0.23,All STEM
33140,"Michigan City-La Porte, IN",86736,77917,227,91,318,8819,0.9,136,0.29,Computer and Mathematical
33140,"Michigan City-La Porte, IN",77071,47167,678,96,774,29904,0.61,582,0.12,Architecture and Engineering
33140,"Michigan City-La Porte, IN",86563,82083,59,105,164,4480,0.95,-46,0.64,"Life, Physical, and Social Sciences"
33180,"Middlesborough, KY",34820,29744,2709,2398,5107,5076,0.85,311,0.47,All (STEM and Non-STEM)
33180,"Middlesborough, KY",36042,NA,63,40,103,NA,NA,23,0.39,All STEM
33180,"Middlesborough, KY",31667,NA,28,0,28,NA,NA,28,0,Computer and Mathematical
33180,"Middlesborough, KY",NA,NA,12,32,44,NA,NA,-20,0.73,Architecture and Engineering
33180,"Middlesborough, KY",39464,NA,23,8,31,NA,NA,15,0.26,"Life, Physical, and Social Sciences"
33220,"Midland, MI",60800,43148,15843,10768,26611,17652,0.71,5075,0.4,All (STEM and Non-STEM)
33220,"Midland, MI",90865,87218,2292,640,2932,3647,0.96,1652,0.22,All STEM
33220,"Midland, MI",67110,54750,760,109,869,12360,0.82,651,0.13,Computer and Mathematical
33220,"Midland, MI",101934,97171,1137,289,1426,4763,0.95,848,0.2,Architecture and Engineering
33220,"Midland, MI",120329,93250,395,242,637,27079,0.77,153,0.38,"Life, Physical, and Social Sciences"
33260,"Midland, TX",64778,43020,41994,25650,67644,21758,0.66,16344,0.38,All (STEM and Non-STEM)
33260,"Midland, TX",91785,70524,3791,1189,4980,21261,0.77,2602,0.24,All STEM
33260,"Midland, TX",77869,79810,722,473,1195,-1941,1.02,249,0.4,Computer and Mathematical
33260,"Midland, TX",105511,68929,2417,510,2927,36582,0.65,1907,0.17,Architecture and Engineering
33260,"Midland, TX",74731,61150,652,206,858,13581,0.82,446,0.24,"Life, Physical, and Social Sciences"
33300,"Milledgeville, GA",41862,30927,7210,6697,13907,10935,0.74,513,0.48,All (STEM and Non-STEM)
33300,"Milledgeville, GA",74449,51029,525,136,661,23420,0.69,389,0.21,All STEM
33300,"Milledgeville, GA",51161,NA,199,21,220,NA,NA,178,0.1,Computer and Mathematical
33300,"Milledgeville, GA",102057,NA,218,71,289,NA,NA,147,0.25,Architecture and Engineering
33300,"Milledgeville, GA",39514,47885,108,44,152,-8371,1.21,64,0.29,"Life, Physical, and Social Sciences"
33340,"Milwaukee-Waukesha, WI",56407,45593,312165,246737,558902,10814,0.81,65428,0.44,All (STEM and Non-STEM)
33340,"Milwaukee-Waukesha, WI",78923,68778,34431,9848,44279,10145,0.87,24583,0.22,All STEM
33340,"Milwaukee-Waukesha, WI",81342,71949,16863,5297,22160,9393,0.88,11566,0.24,Computer and Mathematical
33340,"Milwaukee-Waukesha, WI",79660,70545,14855,2272,17127,9115,0.89,12583,0.13,Architecture and Engineering
33340,"Milwaukee-Waukesha, WI",62574,58428,2713,2279,4992,4146,0.93,434,0.46,"Life, Physical, and Social Sciences"
33380,"Minden, LA",31913,23656,5621,3872,9493,8257,0.74,1749,0.41,All (STEM and Non-STEM)
33380,"Minden, LA",44583,62750,185,36,221,-18167,1.41,149,0.16,All STEM
33380,"Minden, LA",82981,NA,31,14,45,NA,NA,17,0.31,Computer and Mathematical
33380,"Minden, LA",100938,62750,63,22,85,38188,0.62,41,0.26,Architecture and Engineering
33380,"Minden, LA",27107,NA,91,0,91,NA,NA,91,0,"Life, Physical, and Social Sciences"
33420,"Mineral Wells, TX",46515,31829,4781,3401,8182,14686,0.68,1380,0.42,All (STEM and Non-STEM)
33420,"Mineral Wells, TX",42479,37417,265,29,294,5062,0.88,236,0.1,All STEM
33420,"Mineral Wells, TX",52917,71250,64,16,80,-18333,1.35,48,0.2,Computer and Mathematical
33420,"Mineral Wells, TX",41843,NA,175,13,188,NA,NA,162,0.07,Architecture and Engineering
33420,"Mineral Wells, TX",NA,NA,26,0,26,NA,NA,26,0,"Life, Physical, and Social Sciences"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",63189,51799,772805,587029,1359834,11390,0.82,185776,0.43,All (STEM and Non-STEM)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",86993,75423,104370,34390,138760,11570,0.87,69980,0.25,All STEM
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",89900,78259,59789,19814,79603,11641,0.87,39975,0.25,Computer and Mathematical
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",86451,75933,35030,6185,41215,10518,0.88,28845,0.15,Architecture and Engineering
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",76576,68159,9551,8391,17942,8417,0.89,1160,0.47,"Life, Physical, and Social Sciences"
33500,"Minot, ND",57727,42939,16107,11412,27519,14788,0.74,4695,0.41,All (STEM and Non-STEM)
33500,"Minot, ND",74593,64769,804,337,1141,9824,0.87,467,0.3,All STEM
33500,"Minot, ND",57313,56188,280,171,451,1125,0.98,109,0.38,Computer and Mathematical
33500,"Minot, ND",94896,71833,323,64,387,23063,0.76,259,0.17,Architecture and Engineering
33500,"Minot, ND",81103,87717,201,102,303,-6614,1.08,99,0.34,"Life, Physical, and Social Sciences"
33540,"Missoula, MT",43384,37998,21259,17587,38846,5386,0.88,3672,0.45,All (STEM and Non-STEM)
33540,"Missoula, MT",60128,47900,1908,790,2698,12228,0.8,1118,0.29,All STEM
33540,"Missoula, MT",54726,34926,878,405,1283,19800,0.64,473,0.32,Computer and Mathematical
33540,"Missoula, MT",71310,80000,488,64,552,-8690,1.12,424,0.12,Architecture and Engineering
33540,"Missoula, MT",52722,46302,542,321,863,6420,0.88,221,0.37,"Life, Physical, and Social Sciences"
33580,"Mitchell, SD",47255,36949,5173,3612,8785,10306,0.78,1561,0.41,All (STEM and Non-STEM)
33580,"Mitchell, SD",60708,53824,283,94,377,6884,0.89,189,0.25,All STEM
33580,"Mitchell, SD",73667,57500,110,70,180,16167,0.78,40,0.39,Computer and Mathematical
33580,"Mitchell, SD",60333,NA,140,20,160,NA,NA,120,0.13,Architecture and Engineering
33580,"Mitchell, SD",56063,NA,33,4,37,NA,NA,29,0.11,"Life, Physical, and Social Sciences"
33620,"Moberly, MO",42968,33014,3900,3637,7537,9954,0.77,263,0.48,All (STEM and Non-STEM)
33620,"Moberly, MO",55438,77083,269,31,300,-21645,1.39,238,0.1,All STEM
33620,"Moberly, MO",74432,NA,77,0,77,NA,NA,77,0,Computer and Mathematical
33620,"Moberly, MO",53250,76528,156,15,171,-23278,1.44,141,0.09,Architecture and Engineering
33620,"Moberly, MO",57222,NA,36,16,52,NA,NA,20,0.31,"Life, Physical, and Social Sciences"
33660,"Mobile, AL",49735,34369,72807,61728,134535,15366,0.69,11079,0.46,All (STEM and Non-STEM)
33660,"Mobile, AL",71712,57109,5117,1600,6717,14603,0.8,3517,0.24,All STEM
33660,"Mobile, AL",63673,54000,1825,756,2581,9673,0.85,1069,0.29,Computer and Mathematical
33660,"Mobile, AL",82385,78005,2677,499,3176,4380,0.95,2178,0.16,Architecture and Engineering
33660,"Mobile, AL",59961,55542,615,345,960,4419,0.93,270,0.36,"Life, Physical, and Social Sciences"
33700,"Modesto, CA",50992,41727,94950,59016,153966,9265,0.82,35934,0.38,All (STEM and Non-STEM)
33700,"Modesto, CA",77926,70128,4003,1426,5429,7798,0.9,2577,0.26,All STEM
33700,"Modesto, CA",91250,70972,1608,505,2113,20278,0.78,1103,0.24,Computer and Mathematical
33700,"Modesto, CA",75216,53750,1792,318,2110,21466,0.71,1474,0.15,Architecture and Engineering
33700,"Modesto, CA",68444,65865,603,603,1206,2579,0.96,0,0.5,"Life, Physical, and Social Sciences"
33740,"Monroe, LA",44922,31900,31349,29869,61218,13022,0.71,1480,0.49,All (STEM and Non-STEM)
33740,"Monroe, LA",63203,55250,1720,775,2495,7953,0.87,945,0.31,All STEM
33740,"Monroe, LA",54594,55230,829,525,1354,-636,1.01,304,0.39,Computer and Mathematical
33740,"Monroe, LA",79808,65781,726,118,844,14027,0.82,608,0.14,Architecture and Engineering
33740,"Monroe, LA",56550,54904,165,132,297,1646,0.97,33,0.44,"Life, Physical, and Social Sciences"
33780,"Monroe, MI",60322,42410,29290,19162,48452,17912,0.7,10128,0.4,All (STEM and Non-STEM)
33780,"Monroe, MI",87243,62167,2442,546,2988,25076,0.71,1896,0.18,All STEM
33780,"Monroe, MI",85625,64250,696,237,933,21375,0.75,459,0.25,Computer and Mathematical
33780,"Monroe, MI",89746,49009,1464,171,1635,40737,0.55,1293,0.1,Architecture and Engineering
33780,"Monroe, MI",64286,61111,282,138,420,3175,0.95,144,0.33,"Life, Physical, and Social Sciences"
33860,"Montgomery, AL",48986,37352,62676,57263,119939,11634,0.76,5413,0.48,All (STEM and Non-STEM)
33860,"Montgomery, AL",74838,55515,5813,1801,7614,19323,0.74,4012,0.24,All STEM
33860,"Montgomery, AL",77883,61157,2888,1057,3945,16726,0.79,1831,0.27,Computer and Mathematical
33860,"Montgomery, AL",75139,61679,2194,327,2521,13460,0.82,1867,0.13,Architecture and Engineering
33860,"Montgomery, AL",61895,44766,731,417,1148,17129,0.72,314,0.36,"Life, Physical, and Social Sciences"
33940,"Montrose, CO",45968,36721,8000,6042,14042,9247,0.8,1958,0.43,All (STEM and Non-STEM)
33940,"Montrose, CO",74732,62625,579,97,676,12107,0.84,482,0.14,All STEM
33940,"Montrose, CO",105441,81985,254,35,289,23456,0.78,219,0.12,Computer and Mathematical
33940,"Montrose, CO",71656,NA,195,0,195,NA,NA,195,0,Architecture and Engineering
33940,"Montrose, CO",73929,58917,130,62,192,15012,0.8,68,0.32,"Life, Physical, and Social Sciences"
33980,"Morehead City, NC",50121,38902,11109,8567,19676,11219,0.78,2542,0.44,All (STEM and Non-STEM)
33980,"Morehead City, NC",74890,60446,987,313,1300,14444,0.81,674,0.24,All STEM
33980,"Morehead City, NC",78205,45000,438,166,604,33205,0.58,272,0.27,Computer and Mathematical
33980,"Morehead City, NC",74375,100417,442,70,512,-26042,1.35,372,0.14,Architecture and Engineering
33980,"Morehead City, NC",65893,59844,107,77,184,6049,0.91,30,0.42,"Life, Physical, and Social Sciences"
34020,"Morgan City, LA",51673,36466,8414,6048,14462,15207,0.71,2366,0.42,All (STEM and Non-STEM)
34020,"Morgan City, LA",54444,50313,258,21,279,4131,0.92,237,0.08,All STEM
34020,"Morgan City, LA",34877,NA,115,0,115,NA,NA,115,0,Computer and Mathematical
34020,"Morgan City, LA",54306,NA,128,3,131,NA,NA,125,0.02,Architecture and Engineering
34020,"Morgan City, LA",NA,NA,15,18,33,NA,NA,-3,0.55,"Life, Physical, and Social Sciences"
34060,"Morgantown, WV",51271,40886,25433,18136,43569,10385,0.8,7297,0.42,All (STEM and Non-STEM)
34060,"Morgantown, WV",66010,63828,2713,1126,3839,2182,0.97,1587,0.29,All STEM
34060,"Morgantown, WV",61615,72519,1267,379,1646,-10904,1.18,888,0.23,Computer and Mathematical
34060,"Morgantown, WV",82099,49798,767,57,824,32301,0.61,710,0.07,Architecture and Engineering
34060,"Morgantown, WV",54898,63523,679,690,1369,-8625,1.16,-11,0.5,"Life, Physical, and Social Sciences"
34100,"Morristown, TN",43234,32960,24439,17770,42209,10274,0.76,6669,0.42,All (STEM and Non-STEM)
34100,"Morristown, TN",76066,51467,1340,406,1746,24599,0.68,934,0.23,All STEM
34100,"Morristown, TN",68854,43836,368,133,501,25018,0.64,235,0.27,Computer and Mathematical
34100,"Morristown, TN",76660,55221,853,127,980,21439,0.72,726,0.13,Architecture and Engineering
34100,"Morristown, TN",80521,51563,119,146,265,28958,0.64,-27,0.55,"Life, Physical, and Social Sciences"
34140,"Moscow, ID",48838,39799,6752,4980,11732,9039,0.81,1772,0.42,All (STEM and Non-STEM)
34140,"Moscow, ID",58879,49475,874,233,1107,9404,0.84,641,0.21,All STEM
34140,"Moscow, ID",60000,47663,394,43,437,12337,0.79,351,0.1,Computer and Mathematical
34140,"Moscow, ID",64183,60956,266,53,319,3227,0.95,213,0.17,Architecture and Engineering
34140,"Moscow, ID",51622,48750,214,137,351,2872,0.94,77,0.39,"Life, Physical, and Social Sciences"
34180,"Moses Lake, WA",46640,33554,17513,10605,28118,13086,0.72,6908,0.38,All (STEM and Non-STEM)
34180,"Moses Lake, WA",80739,82756,546,220,766,-2017,1.02,326,0.29,All STEM
34180,"Moses Lake, WA",81111,83429,202,77,279,-2318,1.03,125,0.28,Computer and Mathematical
34180,"Moses Lake, WA",81109,68750,217,74,291,12359,0.85,143,0.25,Architecture and Engineering
34180,"Moses Lake, WA",78456,115329,127,69,196,-36873,1.47,58,0.35,"Life, Physical, and Social Sciences"
34220,"Moultrie, GA",32109,30201,7724,5450,13174,1908,0.94,2274,0.41,All (STEM and Non-STEM)
34220,"Moultrie, GA",51250,67639,158,34,192,-16389,1.32,124,0.18,All STEM
34220,"Moultrie, GA",56250,NA,62,0,62,NA,NA,62,0,Computer and Mathematical
34220,"Moultrie, GA",30238,NA,74,0,74,NA,NA,74,0,Architecture and Engineering
34220,"Moultrie, GA",NA,67639,22,34,56,NA,NA,-12,0.61,"Life, Physical, and Social Sciences"
34260,"Mountain Home, AR",36920,31632,6085,5283,11368,5288,0.86,802,0.46,All (STEM and Non-STEM)
34260,"Mountain Home, AR",51908,50700,267,118,385,1208,0.98,149,0.31,All STEM
34260,"Mountain Home, AR",42759,36413,106,52,158,6346,0.85,54,0.33,Computer and Mathematical
34260,"Mountain Home, AR",71250,102563,148,45,193,-31313,1.44,103,0.23,Architecture and Engineering
34260,"Mountain Home, AR",NA,NA,13,21,34,NA,NA,-8,0.62,"Life, Physical, and Social Sciences"
34300,"Mountain Home, ID",41254,33563,4160,2285,6445,7691,0.81,1875,0.35,All (STEM and Non-STEM)
34300,"Mountain Home, ID",61389,NA,230,11,241,NA,NA,219,0.05,All STEM
34300,"Mountain Home, ID",63102,NA,122,0,122,NA,NA,122,0,Computer and Mathematical
34300,"Mountain Home, ID",60347,NA,97,0,97,NA,NA,97,0,Architecture and Engineering
34300,"Mountain Home, ID",NA,NA,11,11,22,NA,NA,0,0.5,"Life, Physical, and Social Sciences"
34340,"Mount Airy, NC",42527,34419,12377,9806,22183,8108,0.81,2571,0.44,All (STEM and Non-STEM)
34340,"Mount Airy, NC",71494,52321,553,144,697,19173,0.73,409,0.21,All STEM
34340,"Mount Airy, NC",75921,52188,296,85,381,23733,0.69,211,0.22,Computer and Mathematical
34340,"Mount Airy, NC",71125,49531,213,50,263,21594,0.7,163,0.19,Architecture and Engineering
34340,"Mount Airy, NC",63750,NA,44,9,53,NA,NA,35,0.17,"Life, Physical, and Social Sciences"
34350,"Mount Gay-Shamrock, WV",53612,30709,4259,2895,7154,22903,0.57,1364,0.4,All (STEM and Non-STEM)
34350,"Mount Gay-Shamrock, WV",58026,NA,146,24,170,NA,NA,122,0.14,All STEM
34350,"Mount Gay-Shamrock, WV",NA,NA,5,17,22,NA,NA,-12,0.77,Computer and Mathematical
34350,"Mount Gay-Shamrock, WV",59327,NA,77,7,84,NA,NA,70,0.08,Architecture and Engineering
34350,"Mount Gay-Shamrock, WV",53846,NA,64,0,64,NA,NA,64,0,"Life, Physical, and Social Sciences"
34380,"Mount Pleasant, MI",44787,35235,10123,8446,18569,9552,0.79,1677,0.45,All (STEM and Non-STEM)
34380,"Mount Pleasant, MI",61719,46250,571,147,718,15469,0.75,424,0.2,All STEM
