MSA.Code,City,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
10100,"Aberdeen, SD",50792,37312,9565,7060,16625,13480,0.73,2505,0.42,All (STEM and Non-STEM)
10100,"Aberdeen, SD",62750,40000,393,168,561,22750,0.64,225,0.3,All STEM
10100,"Aberdeen, SD",66042,63036,95,37,132,3006,0.95,58,0.28,Computer and Mathematical
10100,"Aberdeen, SD",63250,27147,210,91,301,36103,0.43,119,0.3,Architecture and Engineering
10100,"Aberdeen, SD",29167,36250,88,40,128,-7083,1.24,48,0.31,"Life, Physical, and Social Sciences"
10140,"Aberdeen, WA",49462,39182,11036,8254,19290,10280,0.79,2782,0.43,All (STEM and Non-STEM)
10140,"Aberdeen, WA",65417,45875,578,309,887,19542,0.7,269,0.35,All STEM
10140,"Aberdeen, WA",74779,58393,261,137,398,16386,0.78,124,0.34,Computer and Mathematical
10140,"Aberdeen, WA",65893,68859,171,25,196,-2966,1.05,146,0.13,Architecture and Engineering
10140,"Aberdeen, WA",46944,39205,146,147,293,7739,0.84,-1,0.5,"Life, Physical, and Social Sciences"
10180,"Abilene, TX",43707,32420,30057,23636,53693,11287,0.74,6421,0.44,All (STEM and Non-STEM)
10180,"Abilene, TX",60685,50781,1602,399,2001,9904,0.84,1203,0.2,All STEM
10180,"Abilene, TX",47589,48092,651,215,866,-503,1.01,436,0.25,Computer and Mathematical
10180,"Abilene, TX",64648,60625,860,87,947,4023,0.94,773,0.09,Architecture and Engineering
10180,"Abilene, TX",47411,47383,91,97,188,28,1,-6,0.52,"Life, Physical, and Social Sciences"
10220,"Ada, OK",43675,35030,7331,5875,13206,8645,0.8,1456,0.44,All (STEM and Non-STEM)
10220,"Ada, OK",68417,55781,363,82,445,12636,0.82,281,0.18,All STEM
10220,"Ada, OK",76944,55729,212,61,273,21215,0.72,151,0.22,Computer and Mathematical
10220,"Ada, OK",63269,NA,108,0,108,NA,NA,108,0,Architecture and Engineering
10220,"Ada, OK",56250,55938,43,21,64,312,0.99,22,0.33,"Life, Physical, and Social Sciences"
10300,"Adrian, MI",48360,38558,18112,12630,30742,9802,0.8,5482,0.41,All (STEM and Non-STEM)
10300,"Adrian, MI",76373,56875,1293,259,1552,19498,0.74,1034,0.17,All STEM
10300,"Adrian, MI",67250,55521,365,111,476,11729,0.83,254,0.23,Computer and Mathematical
10300,"Adrian, MI",90338,63295,757,50,807,27043,0.7,707,0.06,Architecture and Engineering
10300,"Adrian, MI",53208,56250,171,98,269,-3042,1.06,73,0.36,"Life, Physical, and Social Sciences"
10380,"Aguadilla-Isabela, PR",21421,21551,28271,19773,48044,-130,1.01,8498,0.41,All (STEM and Non-STEM)
10380,"Aguadilla-Isabela, PR",49955,33718,1243,676,1919,16237,0.67,567,0.35,All STEM
10380,"Aguadilla-Isabela, PR",48765,31694,502,164,666,17071,0.65,338,0.25,Computer and Mathematical
10380,"Aguadilla-Isabela, PR",54625,29451,588,274,862,25174,0.54,314,0.32,Architecture and Engineering
10380,"Aguadilla-Isabela, PR",38802,40357,153,238,391,-1555,1.04,-85,0.61,"Life, Physical, and Social Sciences"
10420,"Akron, OH",53565,41822,135812,104046,239858,11743,0.78,31766,0.43,All (STEM and Non-STEM)
10420,"Akron, OH",77175,63301,13284,3402,16686,13874,0.82,9882,0.2,All STEM
10420,"Akron, OH",78433,64209,6528,1757,8285,14224,0.82,4771,0.21,Computer and Mathematical
10420,"Akron, OH",77677,64698,5505,777,6282,12979,0.83,4728,0.12,Architecture and Engineering
10420,"Akron, OH",63998,61512,1251,868,2119,2486,0.96,383,0.41,"Life, Physical, and Social Sciences"
10460,"Alamogordo, NM",40113,28556,9263,6788,16051,11557,0.71,2475,0.42,All (STEM and Non-STEM)
10460,"Alamogordo, NM",63553,77941,504,138,642,-14388,1.23,366,0.21,All STEM
10460,"Alamogordo, NM",50156,36731,169,50,219,13425,0.73,119,0.23,Computer and Mathematical
10460,"Alamogordo, NM",75962,87750,256,72,328,-11788,1.16,184,0.22,Architecture and Engineering
10460,"Alamogordo, NM",44596,44167,79,16,95,429,0.99,63,0.17,"Life, Physical, and Social Sciences"
10500,"Albany, GA",42571,35302,22147,22060,44207,7269,0.83,87,0.5,All (STEM and Non-STEM)
10500,"Albany, GA",71727,50625,1144,360,1504,21102,0.71,784,0.24,All STEM
10500,"Albany, GA",56289,55833,409,190,599,456,0.99,219,0.32,Computer and Mathematical
10500,"Albany, GA",78715,102656,425,30,455,-23941,1.3,395,0.07,Architecture and Engineering
10500,"Albany, GA",71563,46065,310,140,450,25498,0.64,170,0.31,"Life, Physical, and Social Sciences"
10540,"Albany-Lebanon, OR",51612,38716,21770,15254,37024,12896,0.75,6516,0.41,All (STEM and Non-STEM)
10540,"Albany-Lebanon, OR",66024,69333,1623,482,2105,-3309,1.05,1141,0.23,All STEM
10540,"Albany-Lebanon, OR",66031,73750,796,160,956,-7719,1.12,636,0.17,Computer and Mathematical
10540,"Albany-Lebanon, OR",80000,73304,560,132,692,6696,0.92,428,0.19,Architecture and Engineering
10540,"Albany-Lebanon, OR",47917,54063,267,190,457,-6146,1.13,77,0.42,"Life, Physical, and Social Sciences"
10580,"Albany-Schenectady-Troy, NY",60087,50567,173310,140017,313327,9520,0.84,33293,0.45,All (STEM and Non-STEM)
10580,"Albany-Schenectady-Troy, NY",85635,71076,23363,7674,31037,14559,0.83,15689,0.25,All STEM
10580,"Albany-Schenectady-Troy, NY",79772,71375,10111,3591,13702,8397,0.89,6520,0.26,Computer and Mathematical
10580,"Albany-Schenectady-Troy, NY",91284,77396,10153,1841,11994,13888,0.85,8312,0.15,Architecture and Engineering
10580,"Albany-Schenectady-Troy, NY",86816,64427,3099,2242,5341,22389,0.74,857,0.42,"Life, Physical, and Social Sciences"
10620,"Albemarle, NC",46909,36658,12050,8642,20692,10251,0.78,3408,0.42,All (STEM and Non-STEM)
10620,"Albemarle, NC",59710,44539,531,164,695,15171,0.75,367,0.24,All STEM
10620,"Albemarle, NC",59148,45089,249,123,372,14059,0.76,126,0.33,Computer and Mathematical
10620,"Albemarle, NC",61150,56607,235,17,252,4543,0.93,218,0.07,Architecture and Engineering
10620,"Albemarle, NC",57981,NA,47,24,71,NA,NA,23,0.34,"Life, Physical, and Social Sciences"
10660,"Albert Lea, MN",46417,37108,6355,4208,10563,9309,0.8,2147,0.4,All (STEM and Non-STEM)
10660,"Albert Lea, MN",70625,42434,227,61,288,28191,0.6,166,0.21,All STEM
10660,"Albert Lea, MN",71458,42321,95,29,124,29137,0.59,66,0.23,Computer and Mathematical
10660,"Albert Lea, MN",72500,NA,106,4,110,NA,NA,102,0.04,Architecture and Engineering
10660,"Albert Lea, MN",67917,42083,26,28,54,25834,0.62,-2,0.52,"Life, Physical, and Social Sciences"
10700,"Albertville, AL",41873,32026,17213,10597,27810,9847,0.76,6616,0.38,All (STEM and Non-STEM)
10700,"Albertville, AL",72500,76042,1008,203,1211,-3542,1.05,805,0.17,All STEM
10700,"Albertville, AL",66667,85461,472,137,609,-18794,1.28,335,0.22,Computer and Mathematical
10700,"Albertville, AL",75863,65804,513,51,564,10059,0.87,462,0.09,Architecture and Engineering
10700,"Albertville, AL",36375,32321,23,15,38,4054,0.89,8,0.39,"Life, Physical, and Social Sciences"
10740,"Albuquerque, NM",47180,39906,161118,130392,291510,7274,0.85,30726,0.45,All (STEM and Non-STEM)
10740,"Albuquerque, NM",87462,68237,17813,6174,23987,19225,0.78,11639,0.26,All STEM
10740,"Albuquerque, NM",76052,68384,6412,3053,9465,7668,0.9,3359,0.32,Computer and Mathematical
10740,"Albuquerque, NM",98568,74214,8313,1252,9565,24354,0.75,7061,0.13,Architecture and Engineering
10740,"Albuquerque, NM",77841,62293,3088,1869,4957,15548,0.8,1219,0.38,"Life, Physical, and Social Sciences"
10760,"Alexander City, AL",42559,31975,7982,6722,14704,10584,0.75,1260,0.46,All (STEM and Non-STEM)
10760,"Alexander City, AL",61797,85625,564,96,660,-23828,1.39,468,0.15,All STEM
10760,"Alexander City, AL",59085,76316,244,64,308,-17231,1.29,180,0.21,Computer and Mathematical
10760,"Alexander City, AL",67361,NA,251,28,279,NA,NA,223,0.1,Architecture and Engineering
10760,"Alexander City, AL",53711,NA,69,4,73,NA,NA,65,0.05,"Life, Physical, and Social Sciences"
10780,"Alexandria, LA",46931,33997,24154,21072,45226,12934,0.72,3082,0.47,All (STEM and Non-STEM)
10780,"Alexandria, LA",72788,58378,1033,450,1483,14410,0.8,583,0.3,All STEM
10780,"Alexandria, LA",54432,47094,275,159,434,7338,0.87,116,0.37,Computer and Mathematical
10780,"Alexandria, LA",76125,58418,519,135,654,17707,0.77,384,0.21,Architecture and Engineering
10780,"Alexandria, LA",100795,67616,239,156,395,33179,0.67,83,0.39,"Life, Physical, and Social Sciences"
10820,"Alexandria, MN",53738,39163,8107,5373,13480,14575,0.73,2734,0.4,All (STEM and Non-STEM)
10820,"Alexandria, MN",74000,63214,550,134,684,10786,0.85,416,0.2,All STEM
10820,"Alexandria, MN",76548,54375,220,51,271,22173,0.71,169,0.19,Computer and Mathematical
10820,"Alexandria, MN",65000,84444,276,62,338,-19444,1.3,214,0.18,Architecture and Engineering
10820,"Alexandria, MN",97941,42344,54,21,75,55597,0.43,33,0.28,"Life, Physical, and Social Sciences"
10860,"Alice, TX",44876,26549,8790,6181,14971,18327,0.59,2609,0.41,All (STEM and Non-STEM)
10860,"Alice, TX",67039,51012,209,59,268,16027,0.76,150,0.22,All STEM
10860,"Alice, TX",NA,NA,51,16,67,NA,NA,35,0.24,Computer and Mathematical
10860,"Alice, TX",71500,NA,138,0,138,NA,NA,138,0,Architecture and Engineering
10860,"Alice, TX",NA,50060,20,43,63,NA,NA,-23,0.68,"Life, Physical, and Social Sciences"
10900,"Allentown-Bethlehem-Easton, PA-NJ",55427,44205,166794,124053,290847,11222,0.8,42741,0.43,All (STEM and Non-STEM)
10900,"Allentown-Bethlehem-Easton, PA-NJ",84730,66447,14612,4423,19035,18283,0.78,10189,0.23,All STEM
10900,"Allentown-Bethlehem-Easton, PA-NJ",84980,74750,7089,2133,9222,10230,0.88,4956,0.23,Computer and Mathematical
10900,"Allentown-Bethlehem-Easton, PA-NJ",86620,58958,5809,809,6618,27662,0.68,5000,0.12,Architecture and Engineering
10900,"Allentown-Bethlehem-Easton, PA-NJ",77500,64004,1714,1481,3195,13496,0.83,233,0.46,"Life, Physical, and Social Sciences"
10940,"Alma, MI",45710,35201,6588,4961,11549,10509,0.77,1627,0.43,All (STEM and Non-STEM)
10940,"Alma, MI",52917,52159,260,103,363,758,0.99,157,0.28,All STEM
10940,"Alma, MI",44813,50208,102,79,181,-5395,1.12,23,0.44,Computer and Mathematical
10940,"Alma, MI",67917,NA,117,3,120,NA,NA,114,0.03,Architecture and Engineering
10940,"Alma, MI",39267,53125,41,21,62,-13858,1.35,20,0.34,"Life, Physical, and Social Sciences"
10980,"Alpena, MI",43066,34091,4815,3608,8423,8975,0.79,1207,0.43,All (STEM and Non-STEM)
10980,"Alpena, MI",64700,51042,332,65,397,13658,0.79,267,0.16,All STEM
10980,"Alpena, MI",68611,50833,160,30,190,17778,0.74,130,0.16,Computer and Mathematical
10980,"Alpena, MI",64728,41417,159,17,176,23311,0.64,142,0.1,Architecture and Engineering
10980,"Alpena, MI",31250,NA,13,18,31,NA,NA,-5,0.58,"Life, Physical, and Social Sciences"
11020,"Altoona, PA",48801,38575,23083,17403,40486,10226,0.79,5680,0.43,All (STEM and Non-STEM)
11020,"Altoona, PA",69241,48125,1327,370,1697,21116,0.7,957,0.22,All STEM
11020,"Altoona, PA",57243,46250,521,220,741,10993,0.81,301,0.3,Computer and Mathematical
11020,"Altoona, PA",88705,52938,649,75,724,35767,0.6,574,0.1,Architecture and Engineering
11020,"Altoona, PA",53083,50491,157,75,232,2592,0.95,82,0.32,"Life, Physical, and Social Sciences"
11060,"Altus, OK",44981,29559,4656,3007,7663,15422,0.66,1649,0.39,All (STEM and Non-STEM)
11060,"Altus, OK",59615,36739,126,32,158,22876,0.62,94,0.2,All STEM
11060,"Altus, OK",84524,NA,56,29,85,NA,NA,27,0.34,Computer and Mathematical
11060,"Altus, OK",45750,NA,43,3,46,NA,NA,40,0.07,Architecture and Engineering
11060,"Altus, OK",44911,NA,27,0,27,NA,NA,27,0,"Life, Physical, and Social Sciences"
11100,"Amarillo, TX",49761,37084,55221,40038,95259,12677,0.75,15183,0.42,All (STEM and Non-STEM)
11100,"Amarillo, TX",79707,71335,3348,677,4025,8372,0.89,2671,0.17,All STEM
11100,"Amarillo, TX",65179,69167,1323,398,1721,-3988,1.06,925,0.23,Computer and Mathematical
11100,"Amarillo, TX",86901,93409,1453,108,1561,-6508,1.07,1345,0.07,Architecture and Engineering
11100,"Amarillo, TX",95909,69063,572,171,743,26846,0.72,401,0.23,"Life, Physical, and Social Sciences"
11140,"Americus, GA",38723,32223,5866,4488,10354,6500,0.83,1378,0.43,All (STEM and Non-STEM)
11140,"Americus, GA",71905,128750,284,18,302,-56845,1.79,266,0.06,All STEM
11140,"Americus, GA",72281,177813,93,14,107,-105532,2.46,79,0.13,Computer and Mathematical
11140,"Americus, GA",65833,NA,160,4,164,NA,NA,156,0.02,Architecture and Engineering
11140,"Americus, GA",98869,NA,31,0,31,NA,NA,31,0,"Life, Physical, and Social Sciences"
11180,"Ames, IA",53655,43553,22778,16701,39479,10102,0.81,6077,0.42,All (STEM and Non-STEM)
11180,"Ames, IA",70591,58203,2892,898,3790,12388,0.82,1994,0.24,All STEM
11180,"Ames, IA",76101,61083,1004,213,1217,15018,0.8,791,0.18,Computer and Mathematical
11180,"Ames, IA",72325,46563,1055,65,1120,25762,0.64,990,0.06,Architecture and Engineering
11180,"Ames, IA",54699,57931,833,620,1453,-3232,1.06,213,0.43,"Life, Physical, and Social Sciences"
11220,"Amsterdam, NY",48175,39264,8322,6432,14754,8911,0.82,1890,0.44,All (STEM and Non-STEM)
11220,"Amsterdam, NY",71023,56250,395,132,527,14773,0.79,263,0.25,All STEM
11220,"Amsterdam, NY",72750,83000,145,74,219,-10250,1.14,71,0.34,Computer and Mathematical
11220,"Amsterdam, NY",74375,68333,219,18,237,6042,0.92,201,0.08,Architecture and Engineering
11220,"Amsterdam, NY",62292,44688,31,40,71,17604,0.72,-9,0.56,"Life, Physical, and Social Sciences"
11260,"Anchorage, AK",63442,51309,71557,57164,128721,12133,0.81,14393,0.44,All (STEM and Non-STEM)
11260,"Anchorage, AK",86732,70500,6836,2356,9192,16232,0.81,4480,0.26,All STEM
11260,"Anchorage, AK",76929,72889,2530,738,3268,4040,0.95,1792,0.23,Computer and Mathematical
11260,"Anchorage, AK",100250,76411,3338,585,3923,23839,0.76,2753,0.15,Architecture and Engineering
11260,"Anchorage, AK",76500,69104,968,1033,2001,7396,0.9,-65,0.52,"Life, Physical, and Social Sciences"
11380,"Andrews, TX",66468,37705,3984,2132,6116,28763,0.57,1852,0.35,All (STEM and Non-STEM)
11380,"Andrews, TX",105865,85167,147,48,195,20698,0.8,99,0.25,All STEM
11380,"Andrews, TX",NA,74565,16,38,54,NA,NA,-22,0.7,Computer and Mathematical
11380,"Andrews, TX",145625,NA,54,10,64,NA,NA,44,0.16,Architecture and Engineering
11380,"Andrews, TX",87938,NA,77,0,77,NA,NA,77,0,"Life, Physical, and Social Sciences"
11420,"Angola, IN",50354,36671,7253,4761,12014,13683,0.73,2492,0.4,All (STEM and Non-STEM)
11420,"Angola, IN",63056,39095,506,65,571,23961,0.62,441,0.11,All STEM
11420,"Angola, IN",78594,38362,134,44,178,40232,0.49,90,0.25,Computer and Mathematical
11420,"Angola, IN",56875,44531,316,13,329,12344,0.78,303,0.04,Architecture and Engineering
11420,"Angola, IN",68750,NA,56,8,64,NA,NA,48,0.13,"Life, Physical, and Social Sciences"
11460,"Ann Arbor, MI",65830,53055,69735,50249,119984,12775,0.81,19486,0.42,All (STEM and Non-STEM)
11460,"Ann Arbor, MI",89652,64411,13862,4267,18129,25241,0.72,9595,0.24,All STEM
11460,"Ann Arbor, MI",89926,64256,5579,1788,7367,25670,0.71,3791,0.24,Computer and Mathematical
11460,"Ann Arbor, MI",99160,85213,5889,831,6720,13947,0.86,5058,0.12,Architecture and Engineering
11460,"Ann Arbor, MI",65230,54009,2394,1648,4042,11221,0.83,746,0.41,"Life, Physical, and Social Sciences"
11500,"Anniston-Oxford, AL",46929,34757,18861,15174,34035,12172,0.74,3687,0.45,All (STEM and Non-STEM)
11500,"Anniston-Oxford, AL",60911,55807,781,271,1052,5104,0.92,510,0.26,All STEM
11500,"Anniston-Oxford, AL",61121,51327,234,153,387,9794,0.84,81,0.4,Computer and Mathematical
11500,"Anniston-Oxford, AL",64191,77740,441,47,488,-13549,1.21,394,0.1,Architecture and Engineering
11500,"Anniston-Oxford, AL",50500,59145,106,71,177,-8645,1.17,35,0.4,"Life, Physical, and Social Sciences"
11540,"Appleton, WI",55715,42909,53330,37385,90715,12806,0.77,15945,0.41,All (STEM and Non-STEM)
11540,"Appleton, WI",78560,64272,4376,1427,5803,14288,0.82,2949,0.25,All STEM
11540,"Appleton, WI",78801,63791,1873,796,2669,15010,0.81,1077,0.3,Computer and Mathematical
11540,"Appleton, WI",80636,68217,2151,313,2464,12419,0.85,1838,0.13,Architecture and Engineering
11540,"Appleton, WI",51759,65000,352,318,670,-13241,1.26,34,0.47,"Life, Physical, and Social Sciences"
11580,"Arcadia, FL",29881,28466,6286,3253,9539,1415,0.95,3033,0.34,All (STEM and Non-STEM)
11580,"Arcadia, FL",32108,51071,86,22,108,-18963,1.59,64,0.2,All STEM
11580,"Arcadia, FL",31642,NA,67,15,82,NA,NA,52,0.18,Computer and Mathematical
11580,"Arcadia, FL",76477,NA,19,0,19,NA,NA,19,0,Architecture and Engineering
11580,"Arcadia, FL",NA,NA,0,7,7,NA,NA,-7,1,"Life, Physical, and Social Sciences"
11620,"Ardmore, OK",45354,31517,11158,8538,19696,13837,0.69,2620,0.43,All (STEM and Non-STEM)
11620,"Ardmore, OK",57083,36250,540,140,680,20833,0.64,400,0.21,All STEM
11620,"Ardmore, OK",48510,53672,93,45,138,-5162,1.11,48,0.33,Computer and Mathematical
11620,"Ardmore, OK",76103,34609,261,27,288,41494,0.45,234,0.09,Architecture and Engineering
11620,"Ardmore, OK",51833,25357,186,68,254,26476,0.49,118,0.27,"Life, Physical, and Social Sciences"
11640,"Arecibo, PR",21855,22474,18448,12705,31153,-619,1.03,5743,0.41,All (STEM and Non-STEM)
11640,"Arecibo, PR",41017,29726,697,517,1214,11291,0.72,180,0.43,All STEM
11640,"Arecibo, PR",38861,43125,133,46,179,-4264,1.11,87,0.26,Computer and Mathematical
11640,"Arecibo, PR",42000,29275,434,219,653,12725,0.7,215,0.34,Architecture and Engineering
11640,"Arecibo, PR",38929,29605,130,252,382,9324,0.76,-122,0.66,"Life, Physical, and Social Sciences"
11660,"Arkadelphia, AR",40736,36005,3365,2749,6114,4731,0.88,616,0.45,All (STEM and Non-STEM)
11660,"Arkadelphia, AR",49034,52750,77,22,99,-3716,1.08,55,0.22,All STEM
11660,"Arkadelphia, AR",NA,NA,7,13,20,NA,NA,-6,0.65,Computer and Mathematical
11660,"Arkadelphia, AR",44125,NA,39,9,48,NA,NA,30,0.19,Architecture and Engineering
11660,"Arkadelphia, AR",49034,NA,31,0,31,NA,NA,31,0,"Life, Physical, and Social Sciences"
11700,"Asheville, NC",44202,37617,83177,65308,148485,6585,0.85,17869,0.44,All (STEM and Non-STEM)
11700,"Asheville, NC",65192,53840,5984,1906,7890,11352,0.83,4078,0.24,All STEM
11700,"Asheville, NC",64124,60625,2718,1001,3719,3499,0.95,1717,0.27,Computer and Mathematical
11700,"Asheville, NC",69871,60000,2519,294,2813,9871,0.86,2225,0.1,Architecture and Engineering
11700,"Asheville, NC",63828,46345,747,611,1358,17483,0.73,136,0.45,"Life, Physical, and Social Sciences"
11740,"Ashland, OH",46697,34526,9839,6978,16817,12171,0.74,2861,0.41,All (STEM and Non-STEM)
11740,"Ashland, OH",63895,43750,718,208,926,20145,0.68,510,0.22,All STEM
11740,"Ashland, OH",64519,87750,213,45,258,-23231,1.36,168,0.17,Computer and Mathematical
11740,"Ashland, OH",65114,NA,376,15,391,NA,NA,361,0.04,Architecture and Engineering
11740,"Ashland, OH",60179,40700,129,148,277,19479,0.68,-19,0.53,"Life, Physical, and Social Sciences"
11780,"Ashtabula, OH",46831,33715,15935,12131,28066,13116,0.72,3804,0.43,All (STEM and Non-STEM)
11780,"Ashtabula, OH",64263,50964,695,207,902,13299,0.79,488,0.23,All STEM
11780,"Ashtabula, OH",68295,68333,317,64,381,-38,1,253,0.17,Computer and Mathematical
11780,"Ashtabula, OH",63125,50288,295,103,398,12837,0.8,192,0.26,Architecture and Engineering
11780,"Ashtabula, OH",70750,47500,83,40,123,23250,0.67,43,0.33,"Life, Physical, and Social Sciences"
11820,"Astoria, OR",48367,38554,6371,4481,10852,9813,0.8,1890,0.41,All (STEM and Non-STEM)
11820,"Astoria, OR",90481,62679,366,102,468,27802,0.69,264,0.22,All STEM
11820,"Astoria, OR",72083,107837,109,45,154,-35754,1.5,64,0.29,Computer and Mathematical
11820,"Astoria, OR",95000,NA,148,0,148,NA,NA,148,0,Architecture and Engineering
11820,"Astoria, OR",86188,61250,109,57,166,24938,0.71,52,0.34,"Life, Physical, and Social Sciences"
11860,"Atchison, KS",47560,34954,2848,2107,4955,12606,0.73,741,0.43,All (STEM and Non-STEM)
11860,"Atchison, KS",60625,56667,99,74,173,3958,0.93,25,0.43,All STEM
11860,"Atchison, KS",NA,85714,5,10,15,NA,NA,-5,0.67,Computer and Mathematical
11860,"Atchison, KS",61648,41944,69,30,99,19704,0.68,39,0.3,Architecture and Engineering
11860,"Atchison, KS",48646,56667,25,34,59,-8021,1.16,-9,0.58,"Life, Physical, and Social Sciences"
11900,"Athens, OH",44993,36353,8935,7125,16060,8640,0.81,1810,0.44,All (STEM and Non-STEM)
11900,"Athens, OH",66824,59837,758,141,899,6987,0.9,617,0.16,All STEM
11900,"Athens, OH",61111,71136,230,66,296,-10025,1.16,164,0.22,Computer and Mathematical
11900,"Athens, OH",69205,32143,270,54,324,37062,0.46,216,0.17,Architecture and Engineering
11900,"Athens, OH",67262,19886,258,21,279,47376,0.3,237,0.08,"Life, Physical, and Social Sciences"
11940,"Athens, TN",45286,35259,9313,6095,15408,10027,0.78,3218,0.4,All (STEM and Non-STEM)
11940,"Athens, TN",68241,65341,408,125,533,2900,0.96,283,0.23,All STEM
11940,"Athens, TN",80667,36625,86,50,136,44042,0.45,36,0.37,Computer and Mathematical
11940,"Athens, TN",66176,82708,270,63,333,-16532,1.25,207,0.19,Architecture and Engineering
11940,"Athens, TN",46364,NA,52,12,64,NA,NA,40,0.19,"Life, Physical, and Social Sciences"
11980,"Athens, TX",44015,34205,12924,10064,22988,9810,0.78,2860,0.44,All (STEM and Non-STEM)
11980,"Athens, TX",53596,60833,503,126,629,-7237,1.14,377,0.2,All STEM
11980,"Athens, TX",53040,63152,119,34,153,-10112,1.19,85,0.22,Computer and Mathematical
11980,"Athens, TX",53997,NA,351,29,380,NA,NA,322,0.08,Architecture and Engineering
11980,"Athens, TX",51964,39519,33,63,96,12445,0.76,-30,0.66,"Life, Physical, and Social Sciences"
12020,"Athens-Clarke County, GA",44822,36570,35340,28267,63607,8252,0.82,7073,0.44,All (STEM and Non-STEM)
12020,"Athens-Clarke County, GA",67466,51517,2920,1296,4216,15949,0.76,1624,0.31,All STEM
12020,"Athens-Clarke County, GA",65375,47763,1533,464,1997,17612,0.73,1069,0.23,Computer and Mathematical
12020,"Athens-Clarke County, GA",71677,71500,537,112,649,177,1,425,0.17,Architecture and Engineering
12020,"Athens-Clarke County, GA",68224,52048,850,720,1570,16176,0.76,130,0.46,"Life, Physical, and Social Sciences"
12060,"Atlanta-Sandy Springs-Alpharetta, GA",54053,44577,1192070,964758,2156828,9476,0.82,227312,0.45,All (STEM and Non-STEM)
12060,"Atlanta-Sandy Springs-Alpharetta, GA",86370,75296,129287,47452,176739,11074,0.87,81835,0.27,All STEM
12060,"Atlanta-Sandy Springs-Alpharetta, GA",88393,77089,82150,29808,111958,11304,0.87,52342,0.27,Computer and Mathematical
12060,"Atlanta-Sandy Springs-Alpharetta, GA",85901,73723,37579,7215,44794,12178,0.86,30364,0.16,Architecture and Engineering
12060,"Atlanta-Sandy Springs-Alpharetta, GA",71682,66250,9558,10429,19987,5432,0.92,-871,0.52,"Life, Physical, and Social Sciences"
12100,"Atlantic City-Hammonton, NJ",51443,44330,46702,38275,84977,7113,0.86,8427,0.45,All (STEM and Non-STEM)
12100,"Atlantic City-Hammonton, NJ",90313,93457,3177,936,4113,-3144,1.03,2241,0.23,All STEM
12100,"Atlantic City-Hammonton, NJ",86865,94943,1629,596,2225,-8078,1.09,1033,0.27,Computer and Mathematical
12100,"Atlantic City-Hammonton, NJ",94453,102222,1191,158,1349,-7769,1.08,1033,0.12,Architecture and Engineering
12100,"Atlantic City-Hammonton, NJ",73750,66146,357,182,539,7604,0.9,175,0.34,"Life, Physical, and Social Sciences"
12120,"Atmore, AL",40433,31963,5261,4362,9623,8470,0.79,899,0.45,All (STEM and Non-STEM)
12120,"Atmore, AL",74453,NA,161,15,176,NA,NA,146,0.09,All STEM
12120,"Atmore, AL",41250,NA,44,15,59,NA,NA,29,0.25,Computer and Mathematical
12120,"Atmore, AL",80500,NA,78,0,78,NA,NA,78,0,Architecture and Engineering
12120,"Atmore, AL",76685,NA,39,0,39,NA,NA,39,0,"Life, Physical, and Social Sciences"
12140,"Auburn, IN",50330,33938,9504,6206,15710,16392,0.67,3298,0.4,All (STEM and Non-STEM)
12140,"Auburn, IN",62798,60156,497,204,701,2642,0.96,293,0.29,All STEM
12140,"Auburn, IN",63000,35875,204,95,299,27125,0.57,109,0.32,Computer and Mathematical
12140,"Auburn, IN",64773,67542,274,79,353,-2769,1.04,195,0.22,Architecture and Engineering
12140,"Auburn, IN",NA,60833,19,30,49,NA,NA,-11,0.61,"Life, Physical, and Social Sciences"
12180,"Auburn, NY",53629,41453,13850,10265,24115,12176,0.77,3585,0.43,All (STEM and Non-STEM)
12180,"Auburn, NY",75847,55066,970,413,1383,20781,0.73,557,0.3,All STEM
12180,"Auburn, NY",66100,49083,364,177,541,17017,0.74,187,0.33,Computer and Mathematical
12180,"Auburn, NY",80509,85104,541,99,640,-4595,1.06,442,0.15,Architecture and Engineering
12180,"Auburn, NY",58250,65542,65,137,202,-7292,1.13,-72,0.68,"Life, Physical, and Social Sciences"
12220,"Auburn-Opelika, AL",49202,39237,28977,21840,50817,9965,0.8,7137,0.43,All (STEM and Non-STEM)
12220,"Auburn-Opelika, AL",74470,51206,2120,913,3033,23264,0.69,1207,0.3,All STEM
12220,"Auburn-Opelika, AL",80087,46282,791,610,1401,33805,0.58,181,0.44,Computer and Mathematical
12220,"Auburn-Opelika, AL",77435,53973,1017,176,1193,23462,0.7,841,0.15,Architecture and Engineering
12220,"Auburn-Opelika, AL",44313,54276,312,127,439,-9963,1.22,185,0.29,"Life, Physical, and Social Sciences"
12260,"Augusta-Richmond County, GA-SC",49294,36662,97619,83578,181197,12632,0.74,14041,0.46,All (STEM and Non-STEM)
12260,"Augusta-Richmond County, GA-SC",84260,57219,9448,2783,12231,27041,0.68,6665,0.23,All STEM
12260,"Augusta-Richmond County, GA-SC",76194,49308,3734,1424,5158,26886,0.65,2310,0.28,Computer and Mathematical
